Wall time,Step,Value
1725725827.126862,563,0.8769652247428894
1725725978.2630668,1127,0.8016282916069031
1725726130.5201557,1691,0.7528407573699951
1725726282.3662493,2255,0.7223383784294128
1725726434.361947,2819,0.6903152465820312
1725726581.923002,3383,0.6441632509231567
1725726732.5784178,3947,0.6257957816123962
1725726882.9699388,4511,0.6239017248153687
1725727030.8554134,5075,0.6123937964439392
1725727181.832556,5639,0.6059738397598267
1725727330.0273008,6203,0.5778952240943909
1725727480.4107394,6767,0.5678051114082336
1725727633.4539099,7331,0.5729531049728394
1725727784.8014162,7895,0.5697056651115417
1725727936.2333903,8459,0.5445011258125305
1725728087.379032,9023,0.5435769557952881
1725728238.4752526,9587,0.5321643948554993
1725728386.734258,10151,0.5232911109924316
1725728538.0120976,10715,0.5207754373550415
1725728688.5110624,11279,0.5129832029342651
1725728836.8365893,11843,0.5147831439971924
1725728988.6595452,12407,0.49554353952407837
1725729139.8833504,12971,0.5162988901138306
1725729289.6597793,13535,0.5037541389465332
1725729436.8254108,14099,0.5062565803527832
1725729587.1890788,14663,0.4781116843223572
1725729735.9027348,15227,0.4903775453567505
1725729886.1190653,15791,0.48499855399131775
1725730038.3527176,16355,0.48797154426574707
1725730188.4769266,16919,0.47399622201919556
1725730338.2205384,17483,0.46953365206718445
1725730486.088557,18047,0.47723087668418884
1725730634.1051779,18611,0.46499302983283997
1725730782.3569047,19175,0.4765249788761139
1725730931.8393679,19739,0.45612192153930664
1725731082.69643,20303,0.4651772379875183
1725731231.5406423,20867,0.4589177370071411
1725731379.91555,21431,0.46268579363822937
1725731528.2129462,21995,0.44618117809295654
1725731679.319726,22559,0.3936954736709595
1725731828.4240904,23123,0.3658068776130676
1725731981.5495696,23687,0.36656248569488525
1725732130.9940329,24251,0.363125205039978
1725732283.005847,24815,0.3629796802997589
1725732435.4791317,25379,0.3488258123397827
1725732586.4937096,25943,0.3697768449783325
1725732738.2382393,26507,0.34970903396606445
1725732887.0051928,27071,0.34387561678886414
1725733040.1337028,27635,0.35922327637672424
1725733192.4005177,28199,0.3450276255607605
1725733340.6144748,28763,0.34089961647987366
1725733490.0878024,29327,0.33955109119415283
1725733638.5526876,29891,0.34441491961479187
1725733786.2399158,30455,0.33922073245048523
1725733934.8614361,31019,0.3458748757839203
1725734086.0256853,31583,0.33815333247184753
1725734234.549325,32147,0.3283206820487976
1725734382.3202164,32711,0.330267995595932
1725734531.4657583,33275,0.3275168240070343
1725734683.2114503,33839,0.3355385661125183
1725734834.9268157,34403,0.3217438757419586
1725734983.9401987,34967,0.32769617438316345
1725735130.899793,35531,0.33000966906547546
1725735280.1561697,36095,0.31443002820014954
1725735428.6806905,36659,0.31661731004714966
1725735581.1199336,37223,0.31092604994773865
1725735730.0448065,37787,0.3271500766277313
1725735878.392887,38351,0.31324219703674316
1725736029.1873434,38915,0.30888840556144714
1725736178.6892807,39479,0.3092420995235443
1725736328.780365,40043,0.30803418159484863
1725736476.9299247,40607,0.2999986410140991
1725736626.2461417,41171,0.2833244800567627
1725736775.255751,41735,0.29163873195648193
1725736925.6095188,42299,0.2985874116420746
1725737077.1391494,42863,0.28949350118637085
1725737225.4456697,43427,0.28007322549819946
1725737373.5631373,43991,0.292272686958313
1725737521.8577707,44555,0.28902196884155273
1725737673.679878,45119,0.2937636971473694
1725737824.9829168,45683,0.2802619934082031
1725737975.7353866,46247,0.28475379943847656
1725738124.483893,46811,0.2843286991119385
1725738273.7928352,47375,0.2877086102962494
1725738421.9687243,47939,0.2823759615421295
1725738574.0433104,48503,0.29151231050491333
1725738722.9533377,49067,0.2844861149787903
1725738875.3673694,49631,0.2837096154689789
1725739028.5504882,50195,0.2902342677116394
1725739177.28485,50759,0.28233006596565247
1725739328.5083659,51323,0.2890416085720062
1725739477.69008,51887,0.28392601013183594
1725739630.2407925,52451,0.2862549424171448
1725739779.2968223,53015,0.28368163108825684
1725739930.660368,53579,0.280217707157135
1725740080.8854709,54143,0.27820831537246704
1725740230.1068416,54707,0.28020381927490234
1725740378.120761,55271,0.28614580631256104
1725740527.8442986,55835,0.29258954524993896
1725740677.695366,56399,0.2854321599006653
1725740783.9552245,56400,0.2921063303947449
