Train Percent,Val,Test
10,0.714749813079834,0.7305936217308044
20,0.7170900702476501,0.7164351940155029
30,0.7639902830123901,0.7543209791183472
40,0.7680000066757202,0.7792553305625916
50,0.8078175783157349,0.8178872466087341
60,0.8293867707252502,0.8220491409301758
70,0.7930821776390076,0.80448317527771
80,0.8327272534370422,0.831932783126831
90,0.8085106611251831,0.7982832789421082
100,0.8555891513824463,0.8521424531936646
